P11,P22,P33,P44,P13,P14,P24,P12,P23,P34,sep
0.12431069651333827,0.12431069651333831,0.12431069651333823,0.12431069651333816,0.12431069651333834,0.12431069651333822,0.12431069651333819,0.1243106965133383,0.12431069651333829,0.12431069651333801,True
0.4082883448456518,0.4082883448456519,0.40828834484565196,0.4082883448456519,0.4082883448456518,0.4082883448456518,0.40828834484565185,0.4082883448456519,0.40828834484565185,0.4082883448456519,True
0.2530921286638361,0.25309212866383635,0.2530921286638362,0.2530921286638364,0.2530921286638361,0.2530921286638361,0.2530921286638362,0.25309212866383607,0.2530921286638362,0.2530921286638361,True
0.4399249857315013,0.43992498573150135,0.4399249857315011,0.4399249857315014,0.4399249857315013,0.4399249857315012,0.4399249857315014,0.43992498573150135,0.4399249857315013,0.439924985731499,True
0.0648040810605297,0.3817629859732074,0.0962928965873807,0.056021189471252175,0.2694251942906561,0.20704293761469486,0.38670497128058795,0.3181404149577768,0.18826789224064333,0.08305186089365327,False
0.06859045081575489,0.06859045081575457,0.06859045081575457,0.06859045081575457,0.06859045081575472,0.06859045081575477,0.0685904508157546,0.06859045081575468,0.06859045081575456,0.06859045081575463,True
0.37896706818862347,0.37896706818862674,0.3789670681886268,0.37896706818862674,0.3789670681886267,0.37896706818862674,0.37896706818862674,0.37896706818862663,0.3789670681886267,0.3789670681886267,True
0.0008211947342196519,0.000821194734219648,0.0008211947342196509,0.0008211947342196205,0.0008211947342196514,0.000821194734219651,0.0008211947342196381,0.0008211947342196467,0.000821194734219649,0.0008211947342196421,True
0.23758594318333873,0.23758594318333884,0.23758594318333848,0.23758594318333878,0.23758594318333867,0.2375859431833387,0.23758594318333884,0.2375859431833387,0.23758594318333884,0.23758594318333875,True
0.23291065471755532,0.4309639394871607,0.2957506587865346,0.1917807890306568,0.07933026820404025,0.2609630681875723,0.09650241206669467,0.11849370376025802,0.18436221395460084,0.4282989233653663,False
0.17338064378214768,0.17338064378214765,0.1733806437821477,0.17338064378214765,0.1733806437821477,0.1733806437821476,0.17338064378214765,0.17338064378214765,0.17338064378214776,0.17338064378214768,True
0.11987102641609657,0.11987102641609658,0.11987102641609647,0.11987102641609634,0.11987102641609655,0.1198710264160966,0.11987102641609647,0.11987102641609657,0.11987102641609652,0.11987102641609608,True
0.04805532912174626,0.04805532912174623,0.04805532912174627,0.04805532912174627,0.048055329121746274,0.048055329121746274,0.0480553291217462,0.048055329121746294,0.048055329121746114,0.04805532912174628,True
0.07066809605888573,0.0706680960588866,0.07066809605888573,0.07066809605888567,0.07066809605888573,0.07066809605888573,0.07066809605888565,0.07066809605888597,0.07066809605888578,0.07066809605888572,True
0.14997354075955072,0.1413228994011626,0.19562166884835921,0.11191570306941936,0.479377228008417,0.24562148026054614,0.48919295700921506,0.1285065794729444,0.3707738592871662,0.1953792649053737,False
0.22232641160262107,0.16596756050689943,0.031555541200818785,0.1857055086138879,0.4081805180720706,0.46527018437922213,0.24864510130018047,0.18446177817120538,0.3927537312374915,0.09808069265915467,False
0.078039263281583,0.1819861533835867,0.1843414282609001,0.15045079173760817,0.319717075461712,0.20151075569645582,0.23290497630455545,0.19522603582777973,0.3112069065971011,0.07927587557473559,False
0.42275634053478284,0.4227563405347829,0.4227563405347828,0.42275634053478295,0.42275634053478284,0.42275634053478284,0.42275634053478295,0.4227563405347829,0.42275634053478295,0.4227563405347829,True
0.49233619330717293,0.492336193307173,0.49233619330717304,0.4923361933071729,0.49233619330717315,0.4923361933071729,0.4923361933071731,0.492336193307173,0.49233619330717304,0.492336193307173,True
0.394867359561983,0.3948673595619807,0.39486735956198105,0.39486735956198105,0.3948673595619783,0.3948673595619821,0.39486735956198105,0.3948673595619705,0.39486735956198105,0.394867359561981,True
0.11103676718359497,0.13752047635937892,0.040782728243070755,0.277534714629579,0.3874212092056176,0.40703113022520565,0.4796013491621583,0.34398994759834056,0.1610425614525234,0.3625850175623168,False
0.42432750528655694,0.47747036695386935,0.4233397770280462,0.4819675605717973,0.37379301440206203,0.4500288443341268,0.4534523167081166,0.4010752373633282,0.47676990683059767,0.46298257846434515,False
0.0007734664857428067,0.00108724481105935,0.003057129086464662,0.0009526843349431343,0.2039228412494152,0.0482279078902086,0.08394606640164805,0.12747551536688714,0.39245587248194824,0.22974004192997188,False
0.09512097749735013,0.09512097749735025,0.09512097749735023,0.09512097749735021,0.0951209774973502,0.09512097749735023,0.09512097749735021,0.09512097749735023,0.09512097749735027,0.09512097749735031,True
0.17266315826398881,0.1726631582639888,0.1726631582639889,0.17266315826398881,0.1726631582639888,0.1726631582639888,0.17266315826398881,0.1726631582639888,0.17266315826398873,0.17266315826398893,True
0.32859988233002524,0.32859988233002513,0.32859988233002513,0.32859988233002513,0.32859988233002513,0.3285998823300251,0.3285998823300252,0.3285998823300248,0.32859988233002513,0.3285998823300251,True
0.16708315235661314,0.16708315235661314,0.1670831523566131,0.16708315235661314,0.16708315235661292,0.1670831523566131,0.16708315235661317,0.16708315235661314,0.16708315235661295,0.16708315235661306,True
0.15591032631824778,0.029788286009480247,0.06759745042141058,0.12695740370456057,0.19252486902550844,0.49456617524992513,0.17872384538074793,0.25361525186939876,0.398466942944752,0.1187863123398584,False
0.3507582979275976,0.350758297927598,0.3507582979275978,0.35075829792759794,0.35075829792759794,0.35075829792759794,0.3507582979275979,0.350758297927598,0.35075829792759794,0.3507582979275979,True
0.3921710169695167,0.3921710169695166,0.3921710169695153,0.3921710169695165,0.3921710169695129,0.39217101696951656,0.39217101696951656,0.3921710169695165,0.3921710169695136,0.39217101696951656,True
0.04465608728127057,0.04465608728127058,0.04465608728127059,0.044656087281270566,0.044656087281270594,0.044656087281270566,0.04465608728127058,0.04465608728127059,0.044656087281270566,0.04465608728127057,True
0.2795045693489964,0.27950456934899615,0.2795045693489964,0.2795045693489964,0.27950456934899637,0.2795045693489964,0.2795045693489962,0.27950456934899653,0.27950456934899615,0.2795045693489964,True
0.1025331341619017,0.15752160376824056,0.08950196985767184,0.046488453726056346,0.09012442651207882,0.010015728295459256,0.07751817782816443,0.32386416244662236,0.029210845124667744,0.12238904506390748,False
0.46784682676692935,0.4678468267669291,0.4678468267669292,0.46784682676692935,0.46784682676692924,0.46784682676692924,0.46784682676692924,0.46784682676692896,0.4678468267669293,0.46784682676692935,True
0.16726034373907164,0.16225151141348934,0.07071532521939121,0.010912508418223648,0.22059436273292543,0.03705187512417151,0.023994702983988002,0.1783344160666847,0.209745648419417,0.11627546247051704,False
0.14955937967289276,0.45248695790286353,0.28367592994940166,0.13574479951542565,0.32163989801375026,0.28395173118179595,0.008589436534983478,0.28327446155890323,0.10977633236681501,0.09425830638612161,False
0.06611153179215969,0.06611153179215945,0.06611153179215945,0.06611153179215945,0.06611153179215937,0.06611153179215946,0.06611153179215944,0.06611153179215945,0.06611153179215944,0.06611153179215944,True
0.26655262039294947,0.1030505925879981,0.2509347187742158,0.3017767618750938,0.22165640958150432,0.28124171135269344,0.3513165222397912,0.09562443286384849,0.30227918122074204,0.2999425816882335,False
0.027243117534754502,0.027243117534754797,0.027243117534754505,0.02724311753475452,0.027243117534754533,0.027243117534754502,0.027243117534754467,0.027243117534754592,0.02724311753475458,0.027243117534754502,True
0.4764119012700015,0.2659053538148469,0.3767629393016847,0.4652005375351495,0.3769821503512866,0.42328236745052134,0.3117854444249744,0.3878238537667376,0.2620691935502135,0.43203961017036363,False
0.019063261695250487,0.07796492408652346,0.15291328351456826,0.07770166235882366,0.2356467589099136,0.19357172175062032,0.2457870006635716,0.06426253575686514,0.043056182556172315,0.2982460357395503,False
0.37129863044793965,0.4101596934598965,0.22180409255950226,0.30605891319930656,0.4252749436046339,0.454503307525328,0.24418938593983608,0.1551750768246654,0.05466124326673104,0.40656443935823555,False
0.33658156565699454,0.3365815656569947,0.3365815656569948,0.3365815656569948,0.33658156565699454,0.33658156565699465,0.3365815656569946,0.33658156565699465,0.3365815656569948,0.3365815656569946,True
0.31070559183784746,0.1429809366246876,0.20677332705492726,0.3050257841094283,0.19026624669558007,0.20447707297057885,0.06593226811277807,0.2709322970687232,0.09308292603653773,0.1787304023057416,False
0.3996820430811546,0.3996820430811545,0.3996820430811544,0.3996820430811545,0.39968204308115457,0.39968204308115457,0.3996820430811546,0.39968204308115435,0.3996820430811546,0.3996820430811545,True
0.029508615304920164,0.029508615304924452,0.02950861530492019,0.0295086153049202,0.029508615304920164,0.02950861530492021,0.029508615304920164,0.02950861530491988,0.029508615304920136,0.0295086153049202,True
0.4086794953046087,0.22314944243636514,0.09631433776511403,0.34954427837903607,0.019967640879245012,0.19887914965391718,0.14127378788813783,0.2165426530384849,0.3505432164280398,0.35773891760858906,False
0.2712745142125288,0.27127451421252885,0.2712745142125286,0.27127451421252935,0.2712745142125286,0.27127451421252885,0.27127451421252885,0.2712745142125288,0.27127451421252835,0.2712745142125288,True
0.08608439304754086,0.16883018853897125,0.016630685003697483,0.0832539816590189,0.16949582774179667,0.030278208274562565,0.4554732759483689,0.2945316215366871,0.3866661029014175,0.1874392444704161,False
0.13821049695062326,0.13821049695062318,0.13821049695062326,0.13821049695062326,0.13821049695062326,0.13821049695062332,0.1382104969506233,0.1382104969506228,0.13821049695062332,0.13821049695062332,True
0.1323330783990271,0.13233307839902714,0.1323330783990271,0.13233307839902717,0.1323330783990271,0.13233307839902717,0.13233307839902714,0.13233307839902705,0.1323330783990271,0.13233307839902714,True
0.14007279784318033,0.14007279784318033,0.14007279784318186,0.14007279784318033,0.1400727978431808,0.1400727978431803,0.14007279784318033,0.14007279784318033,0.14007279784318144,0.14007279784318047,True
0.2797792435277882,0.29226644384606654,0.3007670636298673,0.35105321043153015,0.17852875464396487,0.21234936110882588,0.28225040872265056,0.23600088867182747,0.24905394780116172,0.27110625827479157,False
0.2905646560179832,0.22943147456810165,0.007781271832875429,0.2915721141057775,0.39280796261297074,0.4531124364972095,0.27641406178928224,0.04303512598382537,0.41754740104125426,0.1288245092613193,False
0.18533418463174106,0.18533418463174128,0.18533418463174126,0.18533418463174134,0.18533418463174126,0.18533418463174134,0.1853341846317412,0.18533418463174123,0.18533418463174123,0.18533418463174128,True
0.10138826459878696,0.10138826459878693,0.1013882645987869,0.10138826459878665,0.10138826459878693,0.10138826459878682,0.10138826459878673,0.1013882645987869,0.10138826459878691,0.1013882645987868,True
0.21743255459711497,0.05217716611057264,0.14106715285687363,0.13363006156563295,0.36893008902622443,0.3294806849240036,0.13379050496772274,0.46581276264308474,0.008238112014152879,0.2585080963581502,False
0.40904107070369916,0.2386708883904729,0.22287589308879982,0.13868970430499405,0.4937387078177727,0.31446355182762736,0.024624368263428585,0.44947061278720124,0.24169355592045494,0.18895038430021616,False
0.37838780126963706,0.31619634988313206,0.380052979378704,0.4134330129947335,0.38608472729283366,0.3535246683019205,0.30879605083704964,0.3562056511967723,0.3442564898702452,0.3487505869803116,False
0.1276130780631988,0.21778618789104773,0.12431413420621862,0.19644599144933422,0.2074585960203813,0.20949421822222714,0.2913035145095405,0.2679006212180376,0.25992808805263273,0.14796445124524896,False
0.0518817231482884,0.10082642949365457,0.3146418182139755,0.1252593273167992,0.48987946724111714,0.24707315621644205,0.11777160471544391,0.26103349324318054,0.3922155349123819,0.42950376816324354,False
0.17402880512999078,0.08619252384661628,0.17744552122436985,0.1748437690295279,0.29927645731303115,0.1521155461772676,0.3391606226855733,0.4726217194591378,0.37700955122202884,0.22837454771461116,False
0.11596744029030762,0.11596744029030759,0.11596744029030756,0.11596744029030782,0.11596744029030762,0.1159674402903077,0.11596744029030734,0.11596744029030763,0.11596744029030756,0.11596744029030714,True
0.43725215096265085,0.33797077331627295,0.29650820577407416,0.39517828312854797,0.2833813899815135,0.1282366958028702,0.34498963285065365,0.2920689178054165,0.49483777679531865,0.474481556322627,False
0.038370691826538884,0.038370691826538655,0.038370691826538926,0.03837069182653892,0.03837069182653893,0.03837069182653895,0.038370691826538746,0.03837069182653893,0.03837069182653866,0.03837069182653893,True
0.14730609763681152,0.3179238069939628,0.187163365556205,0.15488147425911597,0.24377206876963115,0.12084314075345624,0.018324040455472965,0.0967353440807901,0.047901902809117984,0.06951333528338326,False
0.3069910896806697,0.30699108968066974,0.3069910896806695,0.3069910896806697,0.3069910896806697,0.30699108968066957,0.3069910896806697,0.3069910896806697,0.3069910896806696,0.30699108968066946,True
0.38705919836091973,0.38705919836091973,0.38705919836091934,0.38705919836091984,0.3870591983609194,0.38705919836091973,0.3870591983609197,0.38705919836091973,0.38705919836091884,0.3870591983609197,True
0.4344953595874318,0.2969841893196142,0.4149097389387494,0.3869695750624959,0.49594130375425277,0.3971396358411627,0.48577286019129884,0.28133414962994985,0.36473152067401793,0.46637733959261213,False
0.039982941278558636,0.03998294127855863,0.03998294127855861,0.03998294127855867,0.039982941278558615,0.039982941278558636,0.039982941278558636,0.03998294127855859,0.039982941278558615,0.03998294127855868,True
0.15682292662078456,0.15682292662078448,0.15682292662078456,0.1568229266207846,0.15682292662078456,0.15682292662078454,0.1568229266207845,0.15682292662078454,0.15682292662078456,0.15682292662078456,True
0.30639128102019814,0.30639128102019847,0.3063912810201985,0.30639128102019847,0.30639128102019847,0.3063912810201985,0.3063912810201984,0.30639128102019847,0.3063912810201984,0.30639128102019847,True
0.03633317945977149,0.2359188508052808,0.10210402756936686,0.09780730107487985,0.22935683470768237,0.23703983570845505,0.372675848325068,0.42251271559920817,0.26228153625277084,0.13810437919392257,False
0.1553288138650607,0.15532881386506078,0.1553288138650607,0.15532881386506076,0.15532881386506073,0.15532881386506076,0.1553288138650608,0.1553288138650608,0.15532881386506073,0.15532881386506073,True
0.40116081740355986,0.40116081740355986,0.4011608174035598,0.4011608174035599,0.4011608174035598,0.4011608174035598,0.40116081740355986,0.40116081740355986,0.4011608174035601,0.40116081740355997,True
0.32920355155267195,0.329203551552672,0.32920355155267184,0.32920355155267195,0.32920355155267184,0.32920355155267184,0.3292035515526719,0.32920355155267195,0.3292035515526718,0.3292035515526719,True
0.13157850507088614,0.13157850507088614,0.13157850507088611,0.13157850507088611,0.13157850507088611,0.13157850507088614,0.13157850507088617,0.13157850507088617,0.1315785050708861,0.13157850507088614,True
0.3373009299633347,0.1202737034187077,0.08649137492271547,0.08797617414440559,0.3958371671720367,0.2671661000844427,0.09028105452153803,0.38703883531627864,0.20690175234982502,0.02004645915210228,False
0.00020732586537546436,4.359102700943599e-05,0.00017639603246520814,0.0001974945572061298,0.15204494331370286,0.2729307694375724,0.3757856850953885,0.37753644419635385,0.21737266336915842,0.15480863008073972,False
0.0346914904519334,0.17984698415508749,0.047412618731027444,0.04760609383055805,0.10770487427947106,0.0005824969374720172,0.37650747843713367,0.12124765369532359,0.46006555990985637,0.06714098669779095,False
0.4230140637570236,0.4230140637570233,0.4230140637570234,0.4230140637570236,0.42301406375702355,0.42301406375702355,0.4230140637570236,0.4230140637570235,0.4230140637570236,0.42301406375702333,True
0.03481221274006995,0.0642873420453076,0.023186917901231313,0.06676927289348919,0.11259718219438547,0.02643230758062562,0.022620071257064465,0.0180832208386428,0.022098181791597463,0.09541835901298436,False
0.46432660200711423,0.2515926054608089,0.4920583722833768,0.4017766225496921,0.497944810020746,0.40816834054903955,0.1280118313772128,0.48201510191517727,0.36839366163401727,0.3493247089834417,False
0.44336815031910093,0.44336815031910104,0.443368150319101,0.4433681503191005,0.443368150319101,0.44336815031910093,0.443368150319101,0.44336815031910104,0.44336815031910104,0.443368150319101,True
0.2891754530613575,0.2891754530613575,0.2891754530613575,0.28917545306135756,0.2891754530613575,0.2891754530613575,0.2891754530613575,0.2891754530613575,0.2891754530613574,0.28917545306135745,True
0.018675871516269902,0.018675871516269458,0.01867587151626946,0.018675871516269423,0.018675871516269576,0.01867587151626949,0.018675871516269444,0.018675871516269555,0.018675871516269458,0.018675871516269434,True
0.33491287977741047,0.27349287680311124,0.3461748533549818,0.17333272799426944,0.1414391323185163,0.29627437122656786,0.3293820818046019,0.015415190338510038,0.44447473693747863,0.027531978589913332,False
0.3649500986073559,0.3967813620411428,0.4493071344645504,0.3274665123517099,0.351632565394698,0.350490197161662,0.36374116727933925,0.3788440086883164,0.3714760662762887,0.46796927049592313,False
0.4766842131995661,0.25392143400896405,0.3750056534018821,0.11958690587427717,0.36045199757010166,0.06911171096104426,0.36146722927248215,0.36833482989973715,0.07969227181158543,0.35213459407402525,False
0.4509129121243762,0.47349935754690103,0.4544412046485142,0.4401640917893672,0.45746563669327384,0.45808483174312,0.4671676264008475,0.4647300590335333,0.4652485274572321,0.45618826374483057,False
0.1365571610322932,0.13655716103229318,0.13655716103229318,0.13655716103229323,0.13655716103229323,0.13655716103229318,0.1365571610322932,0.1365571610322932,0.1365571610322932,0.13655716103229323,True
0.16936576138581538,0.4813560398642546,0.3331806544803083,0.14978760349806022,0.37026378912966973,0.38557374965069896,0.1427877090405827,0.44927340427547663,0.1628844664587004,0.22807525860030353,False
0.24773573169168828,0.2477357316916881,0.24773573169168836,0.24773573169168836,0.2477357316916883,0.2477357316916882,0.2477357316916884,0.24773573169168756,0.24773573169168833,0.24773573169168847,True
0.4350820741333279,0.2851978101465583,0.26531030112696913,0.41067871868141254,0.23781659305072464,0.1565582794653992,0.22080274569652983,0.13307740074212226,0.35607491855871404,0.11415560087921188,False
0.01438983425936563,0.09386460694978822,0.03402628130346173,0.06468133164852184,0.26437895191317384,0.040115516846839,0.24998701825185035,0.08664596255652113,0.2733415818166055,0.0945275146635674,False
0.27051784493295306,0.27051784493295294,0.27051784493295294,0.270517844932953,0.270517844932953,0.270517844932953,0.27051784493295306,0.27051784493295294,0.270517844932953,0.270517844932953,True
0.34248496818077545,0.3424849681807756,0.3424849681807762,0.3424849681807756,0.3424849681807757,0.3424849681807757,0.3424849681807756,0.34248496818077556,0.3424849681807757,0.3424849681807753,True
0.041874408946068746,0.14288165100033715,0.04237633286244196,0.06966082557029514,0.24064414809327297,0.038082796395358026,0.4927178475226866,0.3056248488847674,0.2821033203510194,0.10495581619018729,False
0.2620729719889431,0.08883440849713621,0.09464222415895442,0.18724845120327943,0.010175067256629804,0.08285206802296168,0.1737168457414897,0.25129111170300256,0.41344056744868807,0.34302417312159295,False
0.20138491297932548,0.20138491297932543,0.2013849129793255,0.2013849129793256,0.20138491297932556,0.20138491297932556,0.20138491297932543,0.20138491297932545,0.2013849129793255,0.20138491297932554,True
0.23577924482855644,0.23577924482855636,0.23577924482855653,0.23577924482855647,0.23577924482855656,0.23577924482855653,0.23577924482855656,0.23577924482855642,0.23577924482855653,0.2357792448285566,True
0.0825239315975148,0.37002429724637514,0.16631005517134487,0.13569658868592166,0.3626677986226051,0.3096446695804128,0.49028704402419676,0.45427813814058626,0.38474756332068644,0.18316134216270205,False
0.28434296445880775,0.3431066869141423,0.4084888009052793,0.22745382630376756,0.42917505645820686,0.08563944617952007,0.4289982565280534,0.30205404172871997,0.3769660276930638,0.2907174492363213,False
0.46414923759300175,0.4641492375930017,0.4641492375930019,0.4641492375930019,0.4641492375930018,0.4641492375930018,0.46414923759300175,0.46414923759300186,0.4641492375930017,0.46414923759300164,True
0.2970120601277948,0.2970120601277947,0.2970120601277948,0.29701206012779474,0.2970120601277948,0.29701206012779474,0.2970120601277948,0.2970120601277947,0.29701206012779485,0.29701206012779485,True
0.2941993148844197,0.2941993148844197,0.29419931488441964,0.2941993148844197,0.29419931488441975,0.29419931488441964,0.29419931488441975,0.2941993148844197,0.2941993148844197,0.29419931488441975,True
0.0625872842514374,0.33961666940716356,0.4695445008674666,0.33908469135417085,0.21721106840995216,0.4595777330455871,0.39130503074965367,0.260256711595944,0.012759945286687207,0.01684719727719121,False
0.3150867240740751,0.3150867240740752,0.31508672407407484,0.315086724074075,0.315086724074075,0.31508672407407506,0.31508672407407506,0.31508672407407495,0.31508672407407506,0.31508672407407506,True
0.409450913988432,0.29011982103976425,0.16907571581320807,0.4574344118570516,0.28957174036059774,0.2838692991827027,0.09121375079341935,0.4445390933844983,0.31666658698253936,0.2579942473987248,False
0.02836695550165979,0.028366955501658832,0.028366955501659845,0.02836695550165985,0.028366955501659814,0.02836695550165986,0.02836695550165927,0.028366955501659755,0.02836695550165947,0.028366955501659845,True
0.3529096338822586,0.35290963388225866,0.35290963388225866,0.35290963388225854,0.35290963388225866,0.3529096338822587,0.3529096338822586,0.35290963388225866,0.35290963388225866,0.3529096338822587,True
0.29330677889149404,0.21660442039119882,0.04596995908689087,0.3244232701012873,0.04024266054090074,0.48730194352576117,0.08868767318932635,0.24578953388158137,0.3320998016360051,0.4086923278923846,False
0.3877529120351676,0.38775291203516754,0.3877529120351676,0.38775291203516765,0.3877529120351676,0.3877529120351676,0.38775291203516765,0.3877529120351677,0.38775291203516765,0.38775291203516765,True
0.2973230672876881,0.3346358281082216,0.3611749393489747,0.23125785631848933,0.24204289659072892,0.31928100800113723,0.29353810375504236,0.28150014225494474,0.21396338809818016,0.4246956452166223,False
0.3188161605791239,0.3188161605791237,0.3188161605791239,0.3188161605791237,0.3188161605791238,0.31881616057912343,0.3188161605791234,0.3188161605791239,0.3188161605791238,0.3188161605791238,True
0.39598640678018204,0.395986406780182,0.39598640678018204,0.39598640678018204,0.3959864067801822,0.39598640678018215,0.39598640678018204,0.3959864067801821,0.39598640678018193,0.3959864067801821,True
0.3637072234928134,0.3637072234928135,0.36370722349281337,0.3637072234928132,0.3637072234928135,0.3637072234928133,0.36370722349281337,0.36370722349281265,0.36370722349281337,0.36370722349281326,True
0.35811733105732685,0.4686114238553655,0.40166110340183814,0.35690505390679567,0.4341099094751341,0.4648338075851114,0.48869147807488234,0.4967628014993394,0.4955671453876437,0.47001392177815626,False
0.015458854353866314,0.02357579008911429,0.010236792603087424,0.006909492038602745,0.10072453345711646,0.18764854081114268,0.21402043228477544,0.29427210979323687,0.1316981971666086,0.09697449213085682,False
0.4488748607838358,0.4488748607838358,0.44887486078383576,0.44887486078383576,0.4488748607838358,0.44887486078383537,0.4488748607838357,0.44887486078383587,0.4488748607838359,0.4488748607838353,True
0.15655698549113203,0.156556985491132,0.15655698549113206,0.15655698549113203,0.15655698549113214,0.15655698549113198,0.15655698549113195,0.1565569854911321,0.15655698549113203,0.15655698549113195,True
0.43512210997570405,0.43512210997570444,0.43512210997570433,0.4351221099757043,0.43512210997570444,0.4351221099757044,0.4351221099757045,0.4351221099757045,0.43512210997570444,0.4351221099757044,True
0.34505708312759975,0.17021837377059013,0.4946531895389065,0.17107989962557818,0.28744157405128734,0.4977351696507601,0.10946780264617086,0.12591613680152047,0.3171313848688507,0.3027418770018588,False
0.15327414130875025,0.050774639288603325,0.15548631291983303,0.3778248526737966,0.2534763575514776,0.49049563130122903,0.40261731865652883,0.3104386369445782,0.07120633562829581,0.46945877590161805,False
0.1708955833337961,0.14116445612718145,0.0461199419541853,0.2609778288589341,0.3075977150182799,0.1426455824646902,0.28352432213230744,0.3490621565325226,0.14782464312781352,0.4221701671894466,False
0.18397962839458368,0.18397962839458368,0.18397962839458368,0.18397962839458418,0.1839796283945837,0.18397962839458365,0.18397962839458365,0.18397962839458365,0.18397962839458373,0.18397962839458365,True
0.40111132043127284,0.4631724458523014,0.4133552622692635,0.386364069764839,0.24099759585012676,0.3555269220160484,0.2372901210964671,0.3128241822944921,0.37045292308005356,0.18189193093497066,False
0.20275462265970043,0.15990754418277228,0.03910507603564836,0.10226747006374194,0.49319001279329394,0.37899866342507577,0.10616449992417971,0.40473183607183694,0.302708095617351,0.09523946763344994,False
0.4376900855336755,0.43769008553367567,0.4376900855336758,0.43769008553367567,0.4376900855336754,0.43769008553367567,0.4376900855336755,0.43769008553367555,0.43769008553367555,0.43769008553367555,True
0.20809624737291416,0.2141036758835272,0.020605033449364478,0.29961441293391017,0.10048635315967361,0.029815204843659043,0.1006423593991279,0.029784234595227582,0.10638812841874216,0.2218366936514801,False
0.4214795031755463,0.43765601582957553,0.22036827113029198,0.027291054968243876,0.2084752587479177,0.09430682906725216,0.21302194464305824,0.22714714867950644,0.31694636034110574,0.20037068333614716,False
0.30307810676172403,0.303078106761724,0.30307810676172403,0.3030781067617239,0.3030781067617239,0.303078106761724,0.303078106761724,0.303078106761724,0.303078106761724,0.3030781067617241,True
0.400429132740392,0.4004291327403921,0.40042913274039205,0.40042913274039194,0.400429132740392,0.400429132740392,0.40042913274039205,0.400429132740392,0.4004291327403921,0.400429132740392,True
0.4210740390146937,0.28948731301328123,0.15989544276656137,0.35280734461002544,0.052452509318223525,0.40825998092735655,0.1446603457426424,0.28092040897782133,0.0850720762059221,0.4008144479637335,False
0.03551182568977561,0.004055327208288762,0.04849130155188306,0.02408659518119631,0.36126219356738987,0.06928185153565568,0.1032354429999272,0.2157893885672349,0.2854735815493145,0.3301321368982489,False
0.48142800949651504,0.48142800949651465,0.4814280094965147,0.4814280094965151,0.4814280094965148,0.48142800949651493,0.48142800949651504,0.48142800949651465,0.4814280094965149,0.4814280094965148,True
