OBS_0,OBS_1,OBS_2,OBS_3,OBS_4,OBS_5,OBS_6,OBS_7,OBS_8,OBS_9,separable
0.26144410862956957,0.25505664351197466,0.2662789432665899,0.264743821776355,0.2591309895522544,0.25473775382409003,0.2497755744063225,0.24627293573385306,0.2574894214467253,0.2588372953780777,True
0.25340474526241424,0.2416730967366222,0.22269833860222166,0.2396583005984279,0.2156762376212243,0.28152433120216785,0.239420404884488,0.24576959446999935,0.23509840416109756,0.2557311865626935,True
0.09301159288192623,0.18617967410618175,0.22069071669362436,0.19174070481874708,0.18039437325968385,0.14984621806151746,0.16384751867787134,0.1759624136610825,0.19158077430271298,0.20834855303453653,True
0.23517973914205806,0.14931521795565256,0.24720980862799877,0.22665325324563956,0.3008067372033841,0.2701650265288727,0.17753610769047357,0.34269619315507027,0.23675972131229628,0.2913795929563839,False
0.2570033552663514,0.19927961041206108,0.2720361552886675,0.23623789719591987,0.307162676445152,0.2553261945661708,0.24487746023498927,0.2285824961944699,0.2932219620386664,0.2421264883630925,False
0.24947586687889298,0.25446965375032754,0.2453642219167216,0.2579991016983258,0.2515338542399343,0.2544385485988616,0.26982878173186153,0.251491426351913,0.257385517497079,0.2622463331071376,True
0.24395855341130535,0.2481194134516633,0.24905592089393966,0.25113894673828474,0.2436910372582514,0.24811113948658595,0.24908317404864225,0.2454718377897981,0.24700408674519947,0.2508039964194846,True
0.19779472694328798,0.19449304906368478,0.24033516216258183,0.26268992636414723,0.2023275550278994,0.2438989739988813,0.24815671978607698,0.18325649758072662,0.21444063736437455,0.2507203228070924,True
0.2406698684501491,0.2377863106325307,0.2182833309666887,0.22091520764234415,0.22894824174376113,0.22827306917176574,0.21950611347828397,0.2313909588644441,0.19323480595864007,0.2317500996969649,True
0.2259009126755616,0.23599760739166628,0.24031675628213187,0.17243723206702755,0.2094686546805082,0.22589809417983578,0.22115318358521008,0.22829033565557633,0.23815736032500728,0.22433622880432394,False
0.16008776244428022,0.22240785466445812,0.25626911523775137,0.23825453411211256,0.25547081979677816,0.23079364885278986,0.20005516259312134,0.21328004135977166,0.2669430610557494,0.21893466645880913,False
0.24958371968598808,0.2364513811697319,0.23668771113670134,0.19063568434045086,0.24549104268402538,0.22793196618221667,0.22406713025128716,0.21891735185727598,0.2291128109990136,0.217713805781523,False
0.2497791433975793,0.24991911821711005,0.25162982917332477,0.24937413277606427,0.24941533195546495,0.2502188745252397,0.2496844223699081,0.24893854390001718,0.2510498147224294,0.2515286679267272,True
0.24783012630385653,0.2268509031086469,0.27048730403349247,0.25490352185027454,0.24956533418948373,0.24862568509516053,0.2622294060964798,0.2544938384313017,0.27124206868285733,0.25291566663946746,True
0.2359597691347455,0.2586743224383223,0.21600115169048512,0.25191842800321085,0.2988669736010227,0.2721704573116778,0.2632144201744474,0.2634579244494995,0.2706426405316172,0.2498764219240589,True
0.24827826370953712,0.25049412008929345,0.24241684405178435,0.23410048995724958,0.25539807270589754,0.25195546803995805,0.25973149515552063,0.2505728204580194,0.258870117533934,0.22800397251516344,True
0.25881568142348804,0.24737226918857297,0.20542228920493869,0.22876422066526866,0.26791299440259275,0.25658225788771083,0.2487370801937756,0.2578065934364196,0.31485936292868016,0.22140261715941875,False
0.23882247655557892,0.21952535661372669,0.282682359461469,0.2458362707057923,0.24933242861595942,0.2580849936880009,0.24619293745010373,0.24853496120192967,0.23224411966423317,0.29525161314285747,True
0.21963115403904843,0.24800577337393948,0.2463206765098267,0.17585692405694048,0.2251768117211718,0.21415427889837432,0.2278677665662149,0.23681885329768929,0.24958366345451183,0.1994237628122562,True
0.27207261190388315,0.28272854434968436,0.27490112830639585,0.2329032900078922,0.28121160966278125,0.26146733081785223,0.303636986154178,0.35476776331070586,0.23816556118695828,0.21582337969938675,False
0.25454936798638267,0.18660296487058173,0.25008297026352333,0.23923513054857848,0.2364409140765686,0.2471646832540585,0.2733891665274054,0.2589338511582572,0.1885632271726811,0.2512621074304814,False
0.1680873069123754,0.23342362430760094,0.19483799541331956,0.22435962226176787,0.15760649714482874,0.20174648110376436,0.2467470602506212,0.22893547116913388,0.24317024758728417,0.21817473862852205,True
0.2429666903476261,0.24610114446607245,0.11530852291370769,0.31977803615935974,0.22468888760325006,0.2789646553397843,0.27330078552095327,0.22734512882082597,0.2240313886774276,0.26886998619973024,False
0.19553135102775238,0.25771271445189803,0.17381236303735687,0.27561168596881014,0.12976277073497774,0.22463565115813675,0.2720043048967362,0.16671665571782168,0.24622671525116552,0.19591724971882374,False
0.2463608456470437,0.24778343396600316,0.25027208988496896,0.25016648772020983,0.2497646481424041,0.25349956133025936,0.25520440051202914,0.24631309716277366,0.2523701041912798,0.2537308601397635,True
0.19805243955315438,0.25484745761280925,0.21644238879089017,0.2186006384999031,0.2447511743685363,0.24267027920798037,0.26595230097055067,0.25092527100390627,0.2537949006384232,0.2307937064115333,False
0.24804008005683303,0.2494799475960346,0.24767495054784847,0.24935655913876675,0.24788328498964016,0.24806902415071796,0.2500377145021086,0.24839684046488603,0.24998277769073463,0.24810836755610283,True
0.20556580229628407,0.24056607463241636,0.25561239450065254,0.26776566324000983,0.2137893597143127,0.2203842150896518,0.24486560548220063,0.25684317664671424,0.236483020678754,0.20975319268699952,False
0.3247657127212931,0.199032006680143,0.26342101441298366,0.2474744664442514,0.3128454602665376,0.30989501809399606,0.211290045670776,0.35871741490562437,0.23666509691034998,0.23363786654782778,False
0.2869384557509434,0.2393989202506549,0.3576968248385622,0.16197515542468763,0.2835994093344688,0.27171064063203987,0.30670660488384677,0.26080912925175653,0.2422517986336777,0.3552480029209712,False
0.22865022724707382,0.26318035803080336,0.2442993914413495,0.25730916711859203,0.24340100447947996,0.2426507219593639,0.24857179907850738,0.2465719333827819,0.26488090387227087,0.2210900827766612,True
0.1876788437435756,0.23025316082301506,0.20188375901259614,0.1490507991461326,0.23712515478380264,0.25966304054642153,0.24392657973026804,0.2625217904379275,0.1831240152835148,0.3118019501023929,False
0.25155339967608226,0.2515531602937262,0.24020489926812952,0.2271370259018717,0.25979277831981584,0.26162326395007574,0.25122419207495866,0.25643943761842447,0.27336397804502705,0.2462441357685841,True
0.08298410333023158,0.09749333254202183,0.23225402741943166,0.180166350444749,0.24595216034098702,0.0969579974355866,0.15064414529539097,0.09613654683141262,0.2960340962511126,0.23097952618607867,False
0.2650883795935388,0.25884320069098926,0.246570197300516,0.325563333214064,0.2569194609433149,0.24470170563406346,0.2473441161309575,0.22261169996548177,0.21824391036837723,0.26419464100534795,False
0.1282303049934466,0.17872444603667922,0.19874968867342396,0.196331793797018,0.3317640413200596,0.2463753045563833,0.25064448351619834,0.17920313033041635,0.27268411534692943,0.2264797365411627,False
0.2642524616698401,0.19982152482453475,0.2888002925589227,0.27761599514890944,0.3230904701408736,0.23229087759282455,0.29720594624698315,0.22280345487087524,0.23856336145352555,0.29552459227845546,False
0.2848763421181081,0.2266560386199552,0.23141173953997354,0.1481361203070475,0.28502761180834624,0.17910680610970234,0.20235140829847761,0.19988673880288757,0.21354078152083325,0.2048101731446494,False
0.25030490734096333,0.2533027621287766,0.2351525380263907,0.24298632455042055,0.24185023514933568,0.2524559757104644,0.2416329927406129,0.2471489264098049,0.2612015653846773,0.24678033719360812,True
0.24537892145524315,0.21903302314455053,0.21646662416627485,0.19848734421585512,0.25185101337026417,0.2431628363495481,0.19609348655975822,0.24280792885607977,0.22208951051099035,0.19095988282292192,True
0.2090100741578042,0.18168073735162837,0.1819076224542035,0.2643821833978576,0.27551836582872047,0.25496207332516424,0.2494365342653023,0.2573984210698783,0.20330197452393298,0.22638797645805436,False
0.23580554435258191,0.23401285246214687,0.24957041896048068,0.25669971823448384,0.2531698516497511,0.27014227243932865,0.2608923678128508,0.23274619325778054,0.25312634477920404,0.26481929078985433,True
0.2219950002357335,0.24466996452234477,0.24531176214293995,0.24311143922287481,0.23981153819856718,0.23976769246892599,0.24574705465386232,0.2295658246491297,0.2478157312291315,0.24727293091837604,True
0.24686566727517373,0.21551117164533434,0.26670418928062223,0.22540128544337945,0.2787752707772547,0.24995511500101011,0.24309983715695102,0.2389102822015141,0.2761199787765523,0.24938290944664093,True
0.22246723384429898,0.1328749942327095,0.1815704976744722,0.239722413164574,0.2235604002128865,0.23234077911004355,0.2389888766612417,0.10571552180901275,0.2417174980330281,0.22160984671674758,False
0.18994792658382334,0.14631428277475156,0.20054000262085506,0.19007128363503822,0.2792497630445046,0.27140176503049307,0.1982528555321847,0.3272402505548933,0.23839047530519256,0.16291211641735795,False
0.2639180352976742,0.311796970566442,0.35873602276409866,0.26648897957234235,0.27215376379744766,0.26814686563553014,0.24361465664851967,0.2685307177450598,0.26958596891192776,0.2844721860679755,False
0.19529335550115778,0.21662154059443356,0.1442386813321481,0.15679371805036282,0.20063808990733967,0.21373798939161787,0.33055648145187916,0.2825805308142044,0.25362935585155444,0.19901488354985475,False
0.19904306915473075,0.23940089628358846,0.2810814292270992,0.13968611084200325,0.2953471432478457,0.18309835323965468,0.3078572094926442,0.13300784646128766,0.23958729956807867,0.12371136601215943,False
0.25013032498947557,0.24453503321343675,0.23645665480773684,0.22701293394079441,0.25159412813958537,0.2600231168530804,0.217119226709435,0.2482885990550201,0.23407398668607773,0.22612252568325206,True
0.2812744361691643,0.21341955000471444,0.256935798126017,0.2883962365864051,0.22741618001038494,0.233675072195689,0.2603874925489647,0.21950056245394614,0.2689977172963672,0.2647741332906351,False
0.22900226647980226,0.24906750206675027,0.20483198270609856,0.16532531848945572,0.2534696575729824,0.27045552075656437,0.3478957080818673,0.23934567453186234,0.2782088914879196,0.14499086911419243,False
0.2733414027088597,0.28210959323207274,0.26181813772602547,0.20892366032031023,0.2639674974706475,0.269029282550272,0.320386875098982,0.2555145623384981,0.3192112158860822,0.26920797248791,False
0.24464172296966094,0.18914950024803892,0.3241261256723193,0.29343223125631773,0.26966868053642856,0.29455492899644703,0.3092202229736267,0.24947613098816784,0.2404345162839248,0.34782821930981017,False
0.25739018198875285,0.20522716382319992,0.2413164525508982,0.18834924276489853,0.24373018089694137,0.24837398504944064,0.2046221151681327,0.27825149136390737,0.21501973656369575,0.2817987332860612,False
0.2721633071316573,0.2662393331634345,0.40879236906002153,0.20668886728823166,0.2741982340020754,0.3120865958504794,0.18788497299993856,0.2240074063473652,0.3642305416468255,0.28236029823159275,False
0.30759694319185765,0.2889742994638023,0.2987172110475904,0.2130619138556178,0.18169082573851536,0.2180314268284896,0.3204248035848381,0.26112769934395147,0.21769769461684457,0.25583082015863107,False
0.29067923183223626,0.3174418109154396,0.306209302348131,0.21652840793019165,0.30585305115245265,0.29485925953469433,0.3272504293178114,0.29690057178085605,0.323011325397733,0.289792262799038,False
0.22496080887973846,0.17107673264859133,0.2143722040930912,0.23474466272045533,0.20234994398793857,0.25818901321635745,0.26242562513689444,0.17504686866275876,0.21837454864726893,0.25676252994265447,False
0.232197177375462,0.1532286966378611,0.20246994506182672,0.19539644562095046,0.27646685974372637,0.19342583004166924,0.16046548260392016,0.1882963695010314,0.23709262378269857,0.1836917193459045,False
0.16405997839564693,0.192782969768725,0.21643133245688745,0.20863808383235585,0.21673673083945222,0.26376586833980953,0.19081814804764774,0.2061529283501018,0.19102510887535212,0.2297260139373502,False
0.16465630917231927,0.21381784372104842,0.2290727954325916,0.252049373108266,0.25011103101472204,0.18685974677406592,0.2466290503357763,0.15734150121794532,0.27515377626482146,0.23388929829145338,False
0.26551903114607256,0.2096614001593589,0.25913399799276926,0.28706171014094306,0.2932412756038588,0.26589660159965123,0.24627879838849467,0.2455626345141382,0.27009623365541774,0.24646703375861773,False
0.2303677456117244,0.2599101427447253,0.23338847044355687,0.21881809156128146,0.31853272581912656,0.27056774125581845,0.30914378183599833,0.22990605370500225,0.3298073248266195,0.24506168498208397,False
0.24582779162962395,0.25138288007036,0.2504243185000078,0.25594611749715174,0.2511534525676085,0.2582683972865051,0.2759759746154899,0.24659407140809245,0.2744227379963581,0.25193872187273536,True
0.2185311507782382,0.21443464783941255,0.24997910116320282,0.2274922780425507,0.26202569592086833,0.20376114394641348,0.22273696402345755,0.1787717404587997,0.20466897918861435,0.25606394692692125,False
0.243437085586678,0.2274266571095444,0.2754317116399651,0.27529914481181217,0.2589343283714831,0.2536718034948446,0.25046343527417353,0.24495483918342673,0.2707749768447806,0.27279134591667287,True
0.2663272974157047,0.1894719749690893,0.22626324574992787,0.21454635389351984,0.2764660587466672,0.1737204769932676,0.20079248051585236,0.19869113610925498,0.1887526089999774,0.2239018308046909,False
0.22075167751794525,0.2303773987985287,0.2501672514999207,0.24821503550347945,0.21343571699931577,0.2569588090829671,0.2668296727011659,0.24710679912395153,0.17941749335937787,0.25884353012182343,False
0.23743635799901427,0.24011665903101637,0.24587132801571515,0.25186268507755744,0.24621954975009658,0.24937724834024597,0.23879168688574062,0.24129316818420887,0.2285581502799573,0.23386148213586697,True
0.24137986289950267,0.25118975113796227,0.2482132423414337,0.23467669656513732,0.24971758277796663,0.25997248154656744,0.2524969209276776,0.2417939791430209,0.2490773653353603,0.29040863775213815,True
0.21305331082078646,0.2171839834948288,0.31453778204037564,0.25226494791573634,0.1844853637180992,0.20601068385311147,0.22461161802061821,0.20940310479213828,0.17117018140628432,0.27443323367335243,False
0.2221143430367859,0.21157003328788634,0.2414870086608818,0.24307383850756722,0.25110202047757013,0.248936114584672,0.2605585117540123,0.2381798176255255,0.23404664536666409,0.2625291233230083,True
0.19576213735755102,0.12597152906306097,0.24003026523160906,0.2447117162539934,0.2309523755566338,0.24227437294785883,0.2529466900677912,0.1833725494553319,0.23428905577838727,0.23448041796867136,True
0.2698845369822862,0.2626326590278799,0.2516678955197783,0.34947029211190805,0.3106147315767916,0.35219965299240785,0.3400708216709315,0.3186274206372664,0.27167705633714717,0.288826110256646,False
0.26033806379112967,0.2809485032627179,0.2890386539372569,0.3049308338538426,0.2508117072826716,0.2707075247609937,0.24719675015099127,0.24940233319805474,0.28432375065514487,0.2817990634550041,True
0.17774449994951416,0.17433950402491155,0.2416886582141687,0.2629226951548948,0.2034571983132844,0.22467890008534785,0.26052473925656605,0.14877150254470564,0.20283208282677656,0.26201221982783274,False
0.2583674140977978,0.2928555969159567,0.25804200083669254,0.15423529358309032,0.19364480466300316,0.25534978410370324,0.23332271549618366,0.19252733556439927,0.34681354170500633,0.2368926357003075,False
0.21830667268542703,0.235340481097961,0.13902396702096073,0.13522983761456345,0.1816117199770709,0.18051571908266212,0.14320715093196779,0.23631852324784516,0.26571371511379294,0.2446006397013466,False
0.2734027516766382,0.2653962336885121,0.26212469594638466,0.26419230962014356,0.27725815246827257,0.2929733680079604,0.29971777408177214,0.2651789070307447,0.30283803633255374,0.281550905824968,True
0.25308217076728495,0.20780258164229873,0.19807088906320094,0.27995730633706195,0.23038644031508806,0.2671397612639642,0.2909554043178609,0.22679669317527718,0.21320936777433896,0.29434998636890075,False
0.23712564295202704,0.24529360074071282,0.2579786108982817,0.25690952091319486,0.1881404399424589,0.19920767790511887,0.2505910465049647,0.18788301687841685,0.22075727563565992,0.21829294887245396,False
0.1697838090948733,0.1972332723163491,0.2668153236596049,0.24905542116167406,0.2770641259225867,0.20049698465296859,0.2319592973831761,0.1570292228314617,0.28483512505244335,0.24494985600094563,False
0.23573056700149186,0.24427387516322688,0.23915644138813547,0.24061563308817854,0.2552987721098645,0.24230151769852498,0.2682973725271853,0.25285399104619605,0.24171908223835215,0.2991717607918869,True
0.2415881739386999,0.23153310297638138,0.24513456186420196,0.23309493698368244,0.2544608357994883,0.248951492405376,0.24282639610153653,0.2280473722621346,0.2662169158651451,0.25488548727437615,True
0.20885812404233056,0.23458934181691124,0.22043633119140074,0.21643601966479722,0.177139097900283,0.17141914760880508,0.2436387580772477,0.1537725062660175,0.258391897467832,0.23278267294920899,False
0.16552316256005944,0.23694397097816564,0.2489170729671272,0.2712707366280491,0.26153713699260245,0.2696918734053238,0.2557309484010754,0.20727495889443806,0.27908550083389294,0.2709901421826084,False
0.25388362411181736,0.25214817576915133,0.2531401975976402,0.2434039980647942,0.25734765171844953,0.2547036473354903,0.251362429037407,0.24794555182235314,0.25110297316660957,0.25030796237757513,True
0.30210108579747647,0.13822441713773803,0.21632314037426595,0.2312385011412019,0.3261563987228569,0.22977143160729452,0.18010358776900345,0.1991759284366277,0.14431305373313555,0.2164654322828634,False
0.22101667383493206,0.22995842854370835,0.24366209327139754,0.20588485316542793,0.27418121964833503,0.2544767784543646,0.2974192081280623,0.24989380861782354,0.2506541835819659,0.23899607636473183,False
0.17500953313240095,0.2720364132638149,0.26153588780627607,0.25292938614171995,0.21977689377078963,0.2982368859346618,0.21711878043642574,0.23049490452154553,0.2830426623121693,0.2872030162781,False
0.2413124405674773,0.24069134452309082,0.24563818352568054,0.21952305252103232,0.25315414501183076,0.23225130671080244,0.2503579758275735,0.2421766643794718,0.2524697565872602,0.257504198162854,True
0.225159061193841,0.15530767314643185,0.22365948846725045,0.24999352828816646,0.2267366065445146,0.25516763022443806,0.2544616970900045,0.20932340954511855,0.20220626670466293,0.2510307240604011,True
0.21312452418929026,0.2423689391610351,0.2394258432424292,0.24834005286623037,0.2830945728681816,0.2505759194988831,0.25171412390657877,0.23642000970068275,0.26532852502641074,0.25060069819383496,True
0.16697666436664665,0.24912396808895182,0.20722357730942526,0.24101987314464346,0.2296334112054245,0.26074273993014063,0.3089361500368999,0.23773719001558558,0.2631752276065639,0.2280512000601034,False
0.21397487256653674,0.12157809140244666,0.09583597465728763,0.1064833799546708,0.15148191998250496,0.19660985317633606,0.16092803816822818,0.16874968361698287,0.14351272791379993,0.11350278445672435,False
0.19954149450573794,0.21281926474118848,0.22522403957702175,0.18035064999941952,0.21827798880138288,0.21271121950067748,0.2345455150208384,0.2460588759712784,0.20962814080732486,0.28922142674549695,False
0.1221019100471912,0.28047602599807825,0.2735483639429533,0.22043553162068003,0.19529387356201044,0.2338227909864854,0.26776104501035514,0.13206621330755813,0.2770209769548567,0.25043134070244166,False
0.25138127512323194,0.2650113055657465,0.23889517407301517,0.25552590153719423,0.23778122902230814,0.24729981072935317,0.2542861446268227,0.257972394395611,0.2559270326167732,0.24791010742749742,True
0.15939845529456076,0.23235063531262104,0.24715494402294252,0.2682885006822338,0.2308702773801296,0.24258156275292608,0.25401478439246916,0.17438379704256654,0.24925231534830805,0.25972106134362843,True
0.13293342737364341,0.15131030557684316,0.23024766289765794,0.20074194638887266,0.2730166426245848,0.17681289434813807,0.2090769725292443,0.1486660880468396,0.2431435678927527,0.25974347866268194,False
0.153626040337818,0.20114157958560824,0.2718219102061101,0.28441232366840585,0.23687903250024406,0.3172492125151806,0.29893078916032834,0.24058183280449638,0.2575915184020074,0.3527542670788479,False
0.26521924702422506,0.1630662673835293,0.17082468310895918,0.25110352684495274,0.2657726738632829,0.2799013588477735,0.20183375721315355,0.26968091036461433,0.3370615833103852,0.32268123667299303,False
0.2357621085015995,0.238532958087308,0.2190008865284257,0.2128531775692951,0.2718485510475795,0.23740343786314827,0.2629573245530643,0.2542165751401116,0.24410514575652925,0.2416582896515582,False
0.24189292089312212,0.24883192863303188,0.2531698874093205,0.20548637444450105,0.31194820123594985,0.23536822288354997,0.28392174944339743,0.24855557144135784,0.28040665658921937,0.24809910838675125,False
0.234068556432351,0.22350476606986228,0.24712212879283435,0.23489538322033576,0.24219009451861367,0.2421635288881469,0.22852765891349644,0.23309196644472494,0.23256267409737238,0.24739343282731321,True
0.22902760187193072,0.242475562839678,0.26543079572400347,0.25835300628789487,0.3066556693361487,0.23364138162380488,0.1943458613974809,0.3250257075188281,0.1746875973963779,0.30222464178815345,False
0.2061817783379798,0.31925096369863953,0.21404145833308907,0.27650443734836305,0.31748651300377456,0.20184489065561834,0.3091189185495695,0.29225608984188783,0.2965002305205664,0.1710737573117129,False
0.25521510082934656,0.2565136388391838,0.2430956514907592,0.25574449341062006,0.2859764754567221,0.25241426705635944,0.25301052387904815,0.2580343936920456,0.2799097775511263,0.2590646975579252,True
0.2606929753910455,0.25091946007328153,0.25737277613787307,0.2537686068295815,0.26755217058264774,0.2607149697605545,0.25203823813138065,0.24744097340106902,0.25542154391904454,0.2589725122572781,True
0.1934718160371774,0.17601149547981093,0.1779354549243056,0.24104877879301903,0.2631473707718579,0.26792289828893356,0.25192408051013665,0.21775286138305944,0.21277257712930592,0.2726457789013511,False
0.2510435191574716,0.2502482105712928,0.25453921882746594,0.24974708597219655,0.2522929464714274,0.2490786390804757,0.2510926747717253,0.24902407789317102,0.24967133437794295,0.25253593776565436,True
0.19371521867206928,0.18373340900507604,0.23081273839954478,0.22486496774305303,0.25439802094761843,0.2698386542277684,0.23800234891029204,0.2544333650316646,0.26788976594389663,0.25936895391285913,False
0.2485807425453031,0.24762232370157936,0.24873634876690262,0.2497320003607198,0.24949319062243908,0.24941186323761066,0.248007833216974,0.24986226793163677,0.24900239558284026,0.25027914117456496,True
0.24575322735023913,0.23386628723175715,0.2286290090363812,0.2566461194220477,0.2577863971233691,0.25599976147122394,0.24517739535282562,0.25166593470533366,0.2714601858403101,0.2519064082867699,True
0.2681636110388327,0.26683241838453087,0.35234774285969783,0.33137492869925905,0.3051593659851643,0.28977291666980837,0.2548880888211493,0.22119915954236638,0.24461778451473581,0.3473145085439114,False
0.19358589524791983,0.16964937865170412,0.24172041224653115,0.2480761187891951,0.23946298447898695,0.24483476997611597,0.23928763361567112,0.21700294276814816,0.2289761678946866,0.2498357687913696,True
0.28897079779344526,0.15363971262388174,0.2723203961763646,0.24314429297980825,0.2114456297753478,0.24858804136578205,0.22802415220397795,0.21036581649833602,0.1949655875595741,0.25486858928934664,False
0.23595199190555802,0.25074075842350846,0.24045516487737678,0.24456739384772874,0.26282640442157074,0.26151760813428754,0.2522440397238946,0.2408537249260332,0.25235978060985415,0.24105920589118499,True
0.2506609058353199,0.2507829153423816,0.24949618801698537,0.24913022191471781,0.25054129281178766,0.2500375125635428,0.24988298944434467,0.2501220569604923,0.25228313371392946,0.24858039434139645,True
0.2370390092848164,0.2340185491196784,0.24814452029245962,0.2483742125021116,0.25215913459836875,0.24629980083861228,0.25039330120297076,0.2422730063996527,0.25714960439358164,0.25384080510384016,True
0.24724613831123712,0.2521780327830626,0.24897992988502773,0.2506660693353784,0.2576071159702757,0.2489523532592586,0.25033048936566954,0.25619234050840767,0.24909046560351936,0.25221946027384545,True
0.18847370181828305,0.18496176419566002,0.23612424737956403,0.29078332929630824,0.29939141994815927,0.23370912815613787,0.2299760682977073,0.1513306606205296,0.2723450630102248,0.2708860052707535,False
